,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
3984,18.7,0.057771828,1,11,1,0,591.8962,0,0,1,0
3985,16.0,0.057292529,4,11,1,0,4500.808,0,0,1,0
3986,8.895,0.124610886,2,33,2,0,4250.4672,0,1,0,0
3987,11.1,0.010663189,1,18,0,1,1342.2528,0,1,0,0
3988,18.85,0.091237452,2,11,1,0,1278.336,0,0,1,0
3989,7.905,0.064325351,4,11,1,0,3197.1716,0,0,1,0
3990,14.7,0.020920179,3,23,0,2,3020.0688,0,1,0,0
3991,12.6,0.041641933,2,18,0,1,980.0576,0,1,0,0
3992,16.0,0.173462841,3,11,1,0,2960.1468,0,0,1,0
3993,13.8,0.24749009,4,35,0,2,529.9768,1,0,0,0
3994,11.0,0.087421738,3,35,1,0,2972.797,0,0,0,1
3995,13.35,0.038744606,4,13,0,1,3098.6332,0,1,0,0
3996,20.1,0.124910635,2,22,0,0,110.5228,1,0,0,0
3997,8.185,0.046673494,1,11,1,0,591.2304,0,0,1,0
3998,9.195,0.048134591,2,21,1,2,529.311,0,1,0,0
3999,19.1,0.038720852,4,11,1,0,6331.758,0,0,1,0
4000,12.85,0.12241394,1,13,0,1,703.0848,0,1,0,0
4001,11.15,0.032321608,3,18,0,1,1315.6208,0,1,0,0
4002,9.8,0.026139404,4,18,0,1,1947.465,0,1,0,0
4003,10.195,0.0,2,23,0,2,1810.976,0,1,0,0
4004,7.59,0.144338493,3,35,1,0,4327.7,0,0,0,1
4005,12.0,0.034166609,3,13,0,1,5070.7328,0,1,0,0
4006,12.65,0.27321283,4,35,0,2,480.7076,1,0,0,0
4007,16.7,0.03858813,3,21,1,2,3353.6346,0,1,0,0
4008,17.1,0.032628111,3,23,0,2,1640.5312,0,1,0,0
4009,15.1,0.133198355,1,35,0,2,89.883,1,0,0,0
4010,16.7,0.038528228,3,23,0,2,1749.7224,0,1,0,0
4011,19.35,0.016705436,2,13,0,1,3374.2744,0,1,0,0
4012,19.2,0.058893461,3,22,0,0,180.4318,1,0,0,0
4013,9.0,0.050256161,3,35,1,0,4857.6768,0,0,0,1
4014,18.25,0.054234197,2,23,0,2,2269.0464,0,1,0,0
4015,16.75,0.12961476,1,13,0,1,1406.1696,0,1,0,0
4016,17.1,0.054612768,3,22,0,0,596.5568,1,0,0,0
4017,13.0,0.030150193,1,18,0,1,539.298,0,1,0,0
4018,7.17,0.059849153,2,18,0,1,3392.9168,0,1,0,0
4019,19.85,0.034942397,1,22,0,0,123.8388,1,0,0,0
4020,20.1,0.060672263,2,35,0,2,238.3564,1,0,0,0
4021,4.615,0.102038294,4,18,0,1,2563.33,0,1,0,0
4022,7.63,0.135258515,1,11,1,0,918.804,0,0,1,0
4023,8.39,0.120396991,3,33,2,0,4586.0304,0,1,0,0
4024,5.175,0.030527166,1,13,0,1,635.1732,0,1,0,0
4025,16.0,0.099053537,4,33,2,0,637.1706,0,1,0,0
4026,18.6,0.134564284,3,35,0,2,322.2472,1,0,0,0
4027,17.75,0.030288215,4,35,1,0,4346.3424,0,0,0,1
4028,7.855,0.073562475,4,35,1,0,3285.723,0,0,0,1
4029,9.5,0.048883854,3,11,1,0,2619.2572,0,0,1,0
4030,10.895,0.035893143,2,11,1,0,1318.284,0,0,1,0
4031,16.75,0.014998914,1,35,0,2,221.7114,1,0,0,0
4032,17.2,0.012012071,3,23,0,2,4623.3152,0,1,0,0
4033,19.85,0.045855273,2,11,1,0,1771.028,0,0,1,0
4034,6.385,0.14032811,2,22,0,0,107.8596,1,0,0,0
4035,11.65,0.019402371,1,21,1,2,579.246,0,1,0,0
4036,12.85,0.0,3,16,0,1,4068.038,0,1,0,0
4037,17.7,0.042716709,3,13,0,1,1794.331,0,1,0,0
4038,9.1,0.081794766,3,21,1,2,700.4216,0,1,0,0
4039,15.5,0.125942816,3,18,0,1,1239.7196,0,1,0,0
4040,16.35,0.0,2,13,0,1,2150.534,0,1,0,0
4041,10.695,0.011472001,1,11,1,0,517.3266,0,0,1,0
4042,16.6,0.103146658,2,21,1,2,2239.0854,0,1,0,0
4043,21.2,0.012327847,3,35,0,2,347.5476,1,0,0,0
4044,13.15,0.166032929,3,11,1,0,2233.0932,0,0,1,0
4045,11.5,0.04224015,4,13,0,1,3089.312,0,1,0,0
4046,13.5,0.072317217,3,35,1,0,3675.216,0,0,0,1
4047,6.78,0.139484292,2,35,1,0,2516.724,0,0,0,1
4048,5.63,0.024536636,2,16,0,1,2090.612,0,1,0,0
4049,19.2,0.085296625,3,11,1,0,1861.5768,0,0,1,0
4050,14.8,0.080649685,4,35,1,0,6114.7072,0,0,0,1
4051,6.695,0.0,4,23,0,2,3094.6384,0,1,0,0
4052,15.75,0.054930533,4,23,0,2,5089.3752,0,1,0,0
4053,12.5,0.031097948,2,21,1,2,1960.781,0,1,0,0
4054,21.25,0.016735879,3,22,0,0,183.7608,1,0,0,0
4055,15.75,0.134418705,2,35,1,0,2596.62,0,0,0,1
4056,18.85,0.168266556,4,11,1,0,1749.7224,0,0,1,0
4057,20.1,0.034646067,2,16,0,1,1310.9602,0,1,0,0
4058,11.395,0.021639678,3,21,1,2,2708.4744,0,1,0,0
4059,9.3,0.11144608,1,18,0,1,1097.9042,0,1,0,0
4060,18.35,0.013956116,4,35,1,0,5609.365,0,0,0,1
4061,12.8,0.152377658,2,22,0,0,428.7752,1,0,0,0
4062,6.8,0.037465846,1,33,2,0,534.6374,0,1,0,0
4063,11.5,0.020876485,2,35,1,0,1722.4246,0,0,0,1
4064,15.0,0.0268952,4,18,0,1,1989.4104,0,1,0,0
4065,19.85,0.081916124,3,13,0,1,1845.5976,0,1,0,0
4066,7.85,0.163233667,3,21,1,2,2467.4548,0,1,0,0
4067,20.2,0.121748174,2,11,1,0,1725.7536,0,0,1,0
4068,11.85,0.132939639,2,18,0,1,1761.7068,0,1,0,0
4069,6.135,0.079327367,3,23,0,2,2871.5954,0,1,0,0
4070,9.0,0.065194971,3,33,2,0,2117.244,0,1,0,0
4071,17.5,0.026248606,4,11,1,0,3815.034,0,0,1,0
4072,12.15,0.131921819,4,13,0,1,739.038,0,1,0,0
4073,11.0,0.0,3,21,1,2,625.852,0,1,0,0
4074,17.5,0.026865809,4,16,0,1,4207.856,0,1,0,0
4075,8.77,0.046544984,3,35,1,0,4828.3816,0,0,0,1
4076,20.7,0.092241348,1,35,1,0,2450.144,0,0,0,1
4077,17.5,0.052740763,2,13,0,1,1135.189,0,1,0,0
4078,18.5,0.0,2,35,1,0,1659.1736,0,0,0,1
4079,10.6,0.056748659,4,33,2,0,3950.1914,0,1,0,0
4080,7.145,0.017822936,3,18,0,1,1123.2046,0,1,0,0
4081,11.6,0.017659068,3,35,1,0,5866.3638,0,0,0,1
4082,20.7,0.07929647,2,23,0,2,1686.4714,0,1,0,0
4083,21.2,0.007006883,3,35,1,0,1216.4166,0,0,0,1
4084,17.5,0.026195131,4,18,0,1,2543.356,0,1,0,0
4085,17.7,0.042542484,3,21,1,2,2120.573,0,1,0,0
4086,8.6,0.054474158,2,16,0,1,1038.648,0,1,0,0
4087,9.5,0.0,4,21,1,2,3916.2356,0,1,0,0
4088,17.7,0.122372504,2,11,1,0,1629.8784,0,0,1,0
4089,12.3,0.037148619,2,13,0,1,2649.2182,0,1,0,0
4090,6.26,0.052593952,2,22,0,0,221.0456,1,0,0,0
4091,17.7,0.012593467,3,11,1,0,3874.2902,0,0,1,0
4092,18.25,0.012325122,3,11,1,0,647.1576,0,0,1,0
4093,5.8,0.131489269,1,11,1,0,1605.9096,0,0,1,0
4094,14.5,0.064224789,4,13,0,1,7064.8038,0,1,0,0
4095,18.25,0.060589424,3,13,0,1,986.7156,0,1,0,0
4096,12.85,0.022649893,3,18,0,1,1263.0226,0,1,0,0
4097,17.1,0.128390273,2,16,0,1,1445.4518,0,1,0,0
4098,7.575,0.055476238,4,21,1,2,1182.4608,0,1,0,0
4099,9.21,0.008757492,2,33,2,0,2071.3038,0,1,0,0
4100,11.3,0.007273831,4,33,2,0,5141.3076,0,1,0,0
4101,10.8,0.144534212,4,35,0,2,575.2512,1,0,0,0
4102,13.6,0.043743689,3,18,0,1,1104.5622,0,1,0,0
4103,20.85,0.062477955,1,11,1,0,1505.3738,0,0,1,0
4104,9.195,0.078060601,2,23,0,2,2912.2092,0,1,0,0
4105,17.5,0.026740767,4,35,1,0,5522.811,0,0,0,1
4106,15.75,0.140821917,4,21,1,2,2775.7202,0,1,0,0
4107,16.5,0.068403271,2,11,1,0,619.194,0,0,1,0
4108,7.52,0.0,2,35,0,2,256.9988,1,0,0,0
4109,20.5,0.02312394,3,33,2,0,2297.01,0,1,0,0
4110,17.6,0.047449835,2,11,1,0,2621.9204,0,0,1,0
4111,8.775,0.110359004,1,11,1,0,790.9704,0,0,1,0
4112,10.1,0.054620504,4,16,0,1,2976.126,0,1,0,0
4113,18.2,0.0,1,18,0,1,1115.215,0,1,0,0
4114,8.975,0.009051307,2,33,2,0,309.597,0,1,0,0
4115,21.1,0.160722863,1,35,1,0,2237.088,0,0,0,1
4116,9.6,0.03625493,2,33,2,0,2694.4926,0,1,0,0
4117,8.185,0.064824502,2,22,0,0,234.3616,1,0,0,0
4118,14.75,0.033024328,4,11,1,0,3089.9778,0,0,1,0
4119,20.5,0.143574191,1,18,0,1,476.047,0,1,0,0
4120,14.65,0.099333217,1,18,0,1,1076.5986,0,1,0,0
4121,19.2,0.12475207,1,13,0,1,633.8416,0,1,0,0
4122,5.945,0.093170838,2,21,1,2,1549.9824,0,1,0,0
4123,17.5,0.007538459,3,16,0,1,4082.6856,0,1,0,0
4124,10.895,0.009676286,2,13,0,1,3448.844,0,1,0,0
4125,20.5,0.141792841,1,23,0,2,1159.8236,0,1,0,0
4126,16.7,0.05436436,1,35,1,0,958.752,0,0,0,1
4127,13.65,0.031573246,2,11,1,0,299.61,0,0,1,0
4128,15.7,0.055943697,3,33,2,0,2428.8384,0,1,0,0
4129,18.7,0.0,4,16,0,1,3215.814,0,1,0,0
4130,19.35,0.066831682,3,22,0,0,327.5736,1,0,0,0
4131,16.0,0.065165046,1,21,1,2,856.8846,0,1,0,0
4132,6.965,0.0,3,33,2,0,3169.208,0,1,0,0
4133,11.395,0.069728296,4,18,0,1,1406.1696,0,1,0,0
4134,7.5,0.09660879,1,18,0,1,744.3644,0,1,0,0
4135,6.115,0.007038478,4,33,2,0,3605.307,0,1,0,0
4136,8.945,0.153456703,4,35,0,2,262.991,1,0,0,0
4137,14.8,0.043982464,2,18,0,1,2966.139,0,1,0,0
4138,8.71,0.139202085,1,16,0,1,383.5008,0,1,0,0
4139,15.5,0.086184647,1,11,1,0,394.1536,0,0,1,0
4140,19.35,0.082250863,1,16,0,1,534.6374,0,1,0,0
4141,7.97,0.034286109,3,35,1,0,5000.8238,0,0,0,1
4142,19.2,0.100482186,2,11,1,0,1667.829,0,0,1,0
4143,16.25,0.049051717,3,21,1,2,2439.4912,0,1,0,0
4144,19.85,0.005230786,4,33,2,0,5034.7796,0,1,0,0
4145,13.65,0.08062523,4,16,0,1,2087.9488,0,1,0,0
4146,7.535,0.081787519,2,23,0,2,2157.192,0,1,0,0
4147,13.1,0.010615026,3,35,0,2,374.1796,1,0,0,0
4148,13.3,0.009534758,1,35,1,0,1201.769,0,0,0,1
4149,5.59,0.056602818,1,23,0,2,1725.7536,0,1,0,0
4150,11.0,0.057047756,4,16,0,1,7028.1848,0,1,0,0
4151,19.85,0.05410964,4,21,1,2,1970.768,0,1,0,0
4152,17.6,0.058209079,3,18,0,1,5274.4676,0,1,0,0
4153,6.215,0.083056555,4,22,0,0,225.7062,1,0,0,0
4154,15.1,0.020015391,2,11,1,0,1817.634,0,0,1,0
4155,13.35,0.102426197,4,33,2,0,5725.88,0,1,0,0
4156,9.5,0.048761223,4,21,1,2,5238.5144,0,1,0,0
4157,11.8,0.0,3,16,0,1,2141.2128,0,1,0,0
4158,17.6,0.056281276,1,16,0,1,796.9626,0,1,0,0
4159,19.85,0.008762556,4,22,0,0,264.9884,1,0,0,0
4160,13.35,0.139669224,3,21,1,2,1938.8096,0,1,0,0
4161,18.85,0.137972993,3,13,0,1,1444.1202,0,1,0,0
4162,17.5,0.0,2,23,0,2,2992.771,0,1,0,0
4163,20.2,0.121940099,2,13,0,1,1150.5024,0,1,0,0
4164,5.88,0.024926013,3,21,1,2,1491.392,0,1,0,0
4165,17.6,0.039031927,2,35,1,0,1737.738,0,0,0,1
4166,15.85,0.13727,2,13,0,1,1904.188,0,1,0,0
4167,5.985,0.095989602,2,18,0,1,508.6712,0,1,0,0
4168,18.85,0.142443405,3,13,0,1,4396.9432,0,1,0,0
4169,18.85,0.137410256,3,21,1,2,1604.578,0,1,0,0
4170,7.51,0.104400238,2,13,0,1,894.8352,0,1,0,0
4171,16.2,0.0,4,16,0,1,3271.0754,0,1,0,0
4172,17.6,0.015750947,3,11,1,0,1629.8784,0,0,1,0
4173,8.97,0.092937216,1,33,2,0,764.3384,0,1,0,0
4174,7.22,0.03828933,1,33,2,0,126.502,0,1,0,0
4175,15.0,0.208162156,4,35,0,2,228.3694,1,0,0,0
4176,8.71,0.121936216,2,13,0,1,2628.5784,0,1,0,0
4177,17.7,0.135646297,4,11,1,0,3516.7556,0,0,1,0
4178,15.85,0.069240685,4,18,0,1,653.1498,0,1,0,0
4179,6.055,0.03127929,3,13,0,1,2406.867,0,1,0,0
4180,19.35,0.08186804,1,35,1,0,1069.2748,0,0,0,1
4181,19.25,0.034753686,2,21,1,2,1976.0944,0,1,0,0
4182,16.5,0.028476451,1,18,0,1,1368.219,0,1,0,0
4183,13.5,0.067872402,1,23,0,2,355.5372,0,1,0,0
4184,9.8,0.026420581,4,35,0,2,1001.3632,1,0,0,0
4185,7.865,0.061183503,3,18,0,1,1644.526,0,1,0,0
4186,10.6,0.035247642,1,21,1,2,1619.2256,0,1,0,0
4187,10.395,0.02974207,1,35,1,0,3453.5046,0,0,0,1
4188,16.2,0.128397995,3,16,0,1,1411.496,0,1,0,0
4189,14.5,0.058918844,3,21,1,2,3238.4512,0,1,0,0
4190,7.235,0.076791671,2,33,2,0,2316.984,0,1,0,0
4191,16.75,0.021220113,1,16,0,1,1240.3854,0,1,0,0
4192,5.425,0.2004264,1,35,0,2,265.6542,1,0,0,0
4193,6.135,0.078589629,2,35,1,0,2716.464,0,0,0,1
4194,14.0,0.031261583,1,16,0,1,639.168,0,1,0,0
4195,19.85,0.005235143,4,23,0,2,2649.884,0,1,0,0
4196,10.895,0.027032204,2,13,0,1,852.224,0,1,0,0
4197,5.635,0.172856719,3,22,0,0,449.415,1,0,0,0
4198,10.65,0.085617517,4,13,0,1,2303.668,0,1,0,0
4199,15.1,0.127334766,1,22,0,0,89.883,1,0,0,0
4200,16.5,0.036641597,3,23,0,2,1263.0226,0,1,0,0
4201,13.35,0.014656564,4,18,0,1,2277.7018,0,1,0,0
4202,12.15,0.037864854,1,33,2,0,322.913,0,1,0,0
4203,13.65,0.036016619,4,21,1,2,1295.6468,0,1,0,0
4204,20.75,0.12953868,4,21,1,2,2396.88,0,1,0,0
4205,19.1,0.038531668,4,33,2,0,5487.5236,0,1,0,0
4206,17.25,0.0,3,18,0,1,4637.9628,0,1,0,0
4207,8.85,0.112119359,2,35,1,0,1981.4208,0,0,0,1
4208,11.8,0.0,1,35,1,0,872.8638,0,0,0,1
4209,10.195,0.041907414,1,33,2,0,175.7712,0,1,0,0
4210,16.6,0.027556247,3,33,2,0,1962.7784,0,1,0,0
4211,17.6,0.076058484,2,33,2,0,2025.3636,0,1,0,0
4212,8.185,0.038729057,2,23,0,2,1874.8928,0,1,0,0
4213,13.65,0.080804019,4,18,0,1,2348.9424,0,1,0,0
4214,10.6,0.056884225,4,21,1,2,3020.7346,0,1,0,0
4215,10.8,0.050000257,4,13,0,1,4655.2736,0,1,0,0
4216,15.2,0.021207519,4,23,0,2,1747.0592,0,1,0,0
4217,8.895,0.0,4,18,0,1,2812.3392,0,1,0,0
4218,11.8,0.113307794,4,16,0,1,1850.924,0,1,0,0
4219,7.63,0.225476528,1,22,0,0,45.9402,1,0,0,0
4220,6.55,0.034800079,3,13,0,1,1571.288,0,1,0,0
4221,16.85,0.139301634,3,33,2,0,2783.044,0,1,0,0
4222,16.25,0.025612348,3,35,1,0,3200.5006,0,0,0,1
4223,7.235,0.077290355,2,13,0,1,2316.984,0,1,0,0
4224,19.25,0.1017546,1,16,0,1,491.3604,0,1,0,0
4225,13.85,0.094265737,4,22,0,0,233.03,1,0,0,0
4226,18.1,0.022380952,1,33,2,0,476.047,0,1,0,0
4227,18.6,0.01575657,3,33,2,0,3173.8686,0,1,0,0
4228,6.615,0.156307983,4,22,0,0,790.9704,1,0,0,0
4229,15.6,0.195688803,1,22,0,0,153.134,1,0,0,0
4230,18.85,0.13747519,3,18,0,1,3369.6138,0,1,0,0
4231,7.235,0.0,4,16,0,1,2348.9424,0,1,0,0
4232,7.825,0.07962861,1,23,0,2,2002.0606,0,1,0,0
4233,7.285,0.03100078,3,35,1,0,2101.2648,0,0,0,1
4234,19.7,0.016202582,4,16,0,1,3379.6008,0,1,0,0
4235,12.6,0.024190156,1,16,0,1,494.0236,0,1,0,0
4236,10.65,0.085308611,4,18,0,1,5759.17,0,1,0,0
4237,16.75,0.008564925,1,16,0,1,1404.1722,0,1,0,0
4238,13.8,0.097457483,1,11,1,0,1018.674,0,0,1,0
4239,9.6,0.029619203,1,33,2,0,624.5204,0,1,0,0
4240,13.1,0.0,4,23,0,2,1518.024,0,1,0,0
4241,14.6,0.150872868,1,18,0,1,1379.5376,0,1,0,0
4242,6.67,0.09031453,2,11,1,0,1180.4634,0,0,1,0
4243,15.7,0.018930352,1,23,0,2,857.5504,0,1,0,0
4244,17.75,0.111209003,2,33,2,0,982.7208,0,1,0,0
4245,20.2,0.121153331,2,33,2,0,958.752,0,1,0,0
4246,10.85,0.163160327,2,13,0,1,1693.7952,0,1,0,0
4247,20.25,0.148163564,4,21,1,2,1874.8928,0,1,0,0
4248,16.5,0.028281197,1,35,1,0,3648.584,0,0,0,1
4249,5.86,0.150853308,3,23,0,2,2016.7082,0,1,0,0
4250,6.115,0.011437302,1,13,0,1,1358.232,0,1,0,0
4251,19.7,0.018024769,2,23,0,2,1031.99,0,1,0,0
4252,9.8,0.090448534,4,16,0,1,774.9912,0,1,0,0
4253,12.5,0.08175276,1,23,0,2,1267.6832,0,1,0,0
4254,19.35,0.109667698,3,22,0,0,671.1264,1,0,0,0
4255,16.75,0.075735621,1,23,0,2,323.5788,0,1,0,0
4256,19.1,0.091917786,3,23,0,2,1837.608,0,1,0,0
4257,21.35,0.130127365,2,22,0,0,190.4188,1,0,0,0
4258,19.5,0.082483516,3,33,2,0,2865.6032,0,1,0,0
4259,6.575,0.075507758,3,23,0,2,1596.5884,0,1,0,0
4260,6.67,0.124126756,1,13,0,1,2125.2336,0,1,0,0
4261,12.3,0.009425158,1,21,1,2,1537.998,0,1,0,0
4262,16.1,0.024999711,2,18,0,1,1255.033,0,1,0,0
4263,9.3,0.058545606,3,35,0,2,310.2628,1,0,0,0
4264,17.35,0.020676141,1,13,0,1,1208.427,0,1,0,0
4265,15.35,0.02346559,1,22,0,0,36.619,1,0,0,0
4266,8.975,0.05272914,1,23,0,2,1022.6688,0,1,0,0
4267,13.15,0.024630755,3,33,2,0,2666.529,0,1,0,0
4268,19.5,0.014274292,1,23,0,2,718.3982,0,1,0,0
4269,15.1,0.059313603,4,16,0,1,4266.4464,0,1,0,0
4270,5.465,0.048518008,2,16,0,1,2360.9268,0,1,0,0
4271,17.75,0.073349552,1,33,2,0,934.7832,0,1,0,0
4272,17.35,0.055648052,2,35,1,0,2833.6448,0,0,0,1
4273,6.96,0.077129323,1,33,2,0,1733.0774,0,1,0,0
4274,17.85,0.087824967,4,11,1,0,1755.7146,0,0,1,0
4275,5.095,0.130031207,3,11,1,0,561.9352,0,0,1,0
4276,5.73,0.045334098,1,33,2,0,1803.6522,0,1,0,0
4277,7.5,0.096333029,1,33,2,0,1145.176,0,1,0,0
4278,7.855,0.073858923,4,33,2,0,3723.8194,0,1,0,0
4279,5.655,0.175047104,3,16,0,1,1895.5326,0,1,0,0
4280,12.15,0.132952286,1,22,0,0,37.9506,1,0,0,0
4281,9.6,0.086145867,4,22,0,0,259.662,1,0,0,0
4282,18.85,0.0520115,4,33,2,0,3630.6074,0,1,0,0
4283,20.2,0.059790095,2,16,0,1,3560.6984,0,1,0,0
4284,12.15,0.071440118,3,22,0,0,549.285,1,0,0,0
4285,19.6,0.03395415,1,21,1,2,773.6596,0,1,0,0
4286,16.0,0.099271209,1,23,0,2,878.856,0,1,0,0
4287,13.1,0.020769677,2,35,1,0,2741.0986,0,0,0,1
4288,6.425,0.06316338,2,16,0,1,2098.6016,0,1,0,0
4289,6.825,0.059846975,4,23,0,2,9779.9362,0,1,0,0
4290,16.75,0.014342659,2,35,0,2,203.7348,1,0,0,0
4291,7.97,0.057667173,3,22,0,0,517.3266,1,0,0,0
4292,17.25,0.037155206,3,33,2,0,3782.4098,0,1,0,0
4293,9.1,0.080417724,1,21,1,2,425.4462,0,1,0,0
4294,19.2,0.041227831,2,23,0,2,1947.465,0,1,0,0
4295,20.25,0.102226474,1,35,1,0,3075.996,0,0,0,1
4296,6.175,0.178210285,2,35,1,0,3930.8832,0,0,0,1
4297,14.5,0.06904249,1,22,0,0,41.9454,1,0,0,0
4298,8.3,0.052791124,2,35,0,2,591.2304,1,0,0,0
4299,17.75,0.067607749,4,21,1,2,2796.36,0,1,0,0
4300,7.145,0.017887474,3,13,0,1,1765.0358,0,1,0,0
4301,8.985,0.184440421,2,13,0,1,3295.71,0,1,0,0
4302,16.35,0.091074449,4,13,0,1,3338.987,0,1,0,0
4303,5.655,0.0,3,23,0,2,1166.4816,0,1,0,0
4304,9.5,0.041951439,1,21,1,2,865.54,0,1,0,0
4305,5.78,0.074087369,4,33,2,0,6855.0768,0,1,0,0
4306,8.05,0.0,4,33,2,0,5153.292,0,1,0,0
4307,6.75,0.108679906,2,11,1,0,1246.3776,0,0,1,0
4308,16.6,0.136500981,3,13,0,1,4138.6128,0,1,0,0
4309,6.095,0.081361288,2,18,0,1,2694.4926,0,1,0,0
4310,15.1,0.0,4,22,0,0,196.411,1,0,0,0
4311,19.35,0.018591464,2,21,1,2,1342.2528,0,1,0,0
4312,11.3,0.066952965,4,11,1,0,3099.9648,0,0,1,0
4313,10.8,0.029107004,4,13,0,1,4541.4218,0,1,0,0
4314,19.7,0.0,4,21,1,2,5106.686,0,1,0,0
4315,18.7,0.065872936,2,35,0,2,111.1886,1,0,0,0
4316,10.5,0.117149075,3,11,1,0,1794.331,0,0,1,0
4317,7.655,0.031994534,2,21,1,2,1853.5872,0,1,0,0
4318,8.235,0.08276363,3,11,1,0,1625.8836,0,0,1,0
4319,20.6,0.083004078,2,23,0,2,1090.5804,0,1,0,0
4320,19.35,0.021490911,2,21,1,2,2892.2352,0,1,0,0
4321,9.5,0.058835928,3,22,0,0,170.4448,1,0,0,0
4322,5.305,0.07871639,3,22,0,0,551.2824,1,0,0,0
4323,9.8,0.013869809,1,18,0,1,978.726,0,1,0,0
4324,9.6,0.022274264,2,16,0,1,2992.771,0,1,0,0
4325,13.0,0.153618566,1,23,0,2,1480.0734,0,1,0,0
4326,17.6,0.049267759,2,11,1,0,2862.94,0,0,1,0
4327,14.3,0.12826315,1,13,0,1,681.7792,0,1,0,0
4328,10.3,0.02494708,3,18,0,1,5690.5926,0,1,0,0
4329,15.1,0.157154813,1,22,0,0,185.7582,1,0,0,0
4330,6.03,0.022832115,3,13,0,1,1416.8224,0,1,0,0
4331,7.68,0.070900282,4,23,0,2,5580.0698,0,1,0,0
4332,20.0,0.028180789,1,18,0,1,905.488,0,1,0,0
4333,15.85,0.136497913,2,23,0,2,2856.282,0,1,0,0
4334,15.2,0.162462044,2,22,0,0,347.5476,1,0,0,0
4335,12.15,0.0,3,23,0,2,3962.8416,0,1,0,0
4336,19.35,0.118080437,4,16,0,1,6040.1376,0,1,0,0
4337,16.0,0.017466284,1,35,1,0,1323.6104,0,0,0,1
4338,10.395,0.031073804,3,35,1,0,5704.5744,0,0,0,1
4339,8.85,0.113302223,2,13,0,1,1114.5492,0,1,0,0
4340,19.85,0.025968706,1,23,0,2,1006.6896,0,1,0,0
4341,19.1,0.045400017,1,18,0,1,690.4346,0,1,0,0
4342,17.0,0.126958147,2,13,0,1,2516.724,0,1,0,0
4343,11.15,0.105307659,2,23,0,2,1038.648,0,1,0,0
4344,12.35,0.038500421,2,23,0,2,1208.427,0,1,0,0
4345,20.85,0.02137305,2,18,0,1,522.653,0,1,0,0
4346,16.75,0.0,4,35,1,0,9251.9568,0,0,0,1
4347,7.035,0.0,4,22,0,0,525.982,1,0,0,0
4348,4.785,0.09297084,2,11,1,0,2048.6666,0,0,1,0
4349,18.7,0.088839949,4,35,1,0,10993.6896,0,0,0,1
4350,17.25,0.209600084,1,22,0,0,39.948,1,0,0,0
4351,9.3,0.033505804,3,18,0,1,2482.1024,0,1,0,0
4352,17.25,0.072986772,1,18,0,1,1635.8706,0,1,0,0
4353,17.85,0.024961677,3,13,0,1,3383.5956,0,1,0,0
4354,5.32,0.092433518,2,35,1,0,1426.1436,0,0,0,1
4355,9.8,0.026081567,4,16,0,1,4327.7,0,1,0,0
4356,18.85,0.09079168,2,33,2,0,3579.3408,0,1,0,0
4357,9.695,0.113917889,3,16,0,1,2693.8268,0,1,0,0
4358,10.0,0.045928229,2,21,1,2,1957.452,0,1,0,0
4359,16.6,0.135620265,3,33,2,0,2931.5174,0,1,0,0
4360,18.25,0.077709902,4,16,0,1,5438.9202,0,1,0,0
4361,5.82,0.134975628,3,22,0,0,509.337,1,0,0,0
4362,9.31,0.037955094,1,23,0,2,1201.769,0,1,0,0
4363,18.25,0.076125668,4,18,0,1,2564.6616,0,1,0,0
4364,19.7,0.067039526,3,21,1,2,1411.496,0,1,0,0
4365,6.865,0.014021626,2,18,0,1,1291.652,0,1,0,0
4366,11.35,0.023358738,3,21,1,2,4042.7376,0,1,0,0
4367,17.7,0.029933275,3,16,0,1,5201.2296,0,1,0,0
4368,20.2,0.111777297,2,35,1,0,2863.6058,0,0,0,1
4369,20.85,0.032448523,3,23,0,2,1078.596,0,1,0,0
4370,17.25,0.047266211,2,23,0,2,1846.9292,0,1,0,0
4371,15.35,0.01404119,1,21,1,2,476.047,0,1,0,0
4372,13.65,0.04917754,3,33,2,0,2696.49,0,1,0,0
4373,15.2,0.020280476,1,22,0,0,194.4136,1,0,0,0
4374,6.38,0.031962866,3,18,0,1,535.3032,0,1,0,0
4375,7.565,0.054376275,1,35,1,0,2546.685,0,0,0,1
4376,6.905,0.063850971,2,22,0,0,195.7452,1,0,0,0
4377,4.555,0.060154968,2,35,0,2,111.8544,1,0,0,0
4378,17.7,0.134441765,3,35,1,0,6478.234,0,0,0,1
4379,15.7,0.03067808,1,33,2,0,605.878,0,1,0,0
4380,15.2,0.103758647,3,16,0,1,2976.7918,0,1,0,0
4381,6.985,0.136701678,3,35,1,0,5880.3456,0,0,0,1
4382,19.85,0.308145448,4,35,0,2,889.5088,1,0,0,0
4383,5.75,0.074806196,2,35,1,0,3435.528,0,0,0,1
4384,8.355,0.013926425,1,16,0,1,1110.5544,0,1,0,0
4385,12.15,0.006754117,2,33,2,0,2586.633,0,1,0,0
4386,13.35,0.0,4,11,1,0,1906.8512,0,0,1,0
4387,17.0,0.052209303,2,23,0,2,2586.633,0,1,0,0
4388,17.35,0.041538713,1,21,1,2,1378.206,0,1,0,0
